date,count,total
7/5/2018,5,3496
7/6/2018,2,3498
7/7/2018,4,3502
7/8/2018,3,3505
7/10/2018,3,3508
7/11/2018,3,3511
7/13/2018,2,3513
7/14/2018,2,3515
7/15/2018,3,3518
7/17/2018,4,3522
7/18/2018,3,3525
7/19/2018,2,3527
7/20/2018,5,3532
7/21/2018,5,3537
7/22/2018,4,3541
7/23/2018,3,3544
7/24/2018,3,3547
7/25/2018,5,3552
7/26/2018,7,3559
7/27/2018,2,3561
7/28/2018,4,3565
7/29/2018,1,3566
7/30/2018,1,3567
7/31/2018,2,3569
8/1/2018,4,3573
8/2/2018,2,3575
8/3/2018,4,3579
8/4/2018,2,3581
8/5/2018,4,3585
8/6/2018,3,3588
8/7/2018,4,3592
8/8/2018,4,3596
8/9/2018,4,3600
8/10/2018,1,3601
8/11/2018,1,3602
8/12/2018,3,3605
8/13/2018,4,3609
8/14/2018,1,3610
8/16/2018,2,3612
8/17/2018,1,3613
8/18/2018,3,3616
8/19/2018,4,3620
8/20/2018,2,3622
8/23/2018,2,3624
8/24/2018,3,3627
8/25/2018,3,3630
8/26/2018,1,3631
8/27/2018,3,3634
8/28/2018,2,3636
8/29/2018,2,3638
8/30/2018,2,3640
8/31/2018,3,3643
9/1/2018,1,3644
9/3/2018,3,3647
9/4/2018,1,3648
9/5/2018,3,3651
9/6/2018,1,3652
9/7/2018,1,3653
9/8/2018,1,3654
9/9/2018,3,3657
9/10/2018,1,3658
9/11/2018,1,3659
9/12/2018,2,3661
9/13/2018,1,3662
9/14/2018,3,3665
9/15/2018,2,3667
9/16/2018,4,3671
9/17/2018,3,3674
9/18/2018,2,3676
9/20/2018,2,3678
9/22/2018,1,3679
9/23/2018,1,3680
9/24/2018,4,3684
9/25/2018,2,3686
9/26/2018,1,3687
9/27/2018,5,3692
9/28/2018,1,3693
9/29/2018,3,3696
9/30/2018,2,3698
10/1/2018,2,3700
10/2/2018,2,3702
10/3/2018,1,3703
10/4/2018,2,3705
10/5/2018,4,3709
10/7/2018,3,3712
10/8/2018,4,3716
10/10/2018,7,3723
10/11/2018,2,3725
10/12/2018,5,3730
10/14/2018,4,3734
10/15/2018,1,3735
10/16/2018,1,3736
10/17/2018,5,3741
10/18/2018,5,3746
10/19/2018,2,3748
10/20/2018,3,3751
10/21/2018,2,3753
10/22/2018,3,3756
10/23/2018,4,3760
10/24/2018,1,3761
10/25/2018,1,3762
10/27/2018,2,3764
10/29/2018,5,3769
10/31/2018,4,3773
11/2/2018,2,3775
11/3/2018,3,3778
11/4/2018,4,3782
11/5/2018,4,3786
11/6/2018,1,3787
11/7/2018,2,3789
11/8/2018,1,3790
11/9/2018,4,3794
11/10/2018,1,3795
11/11/2018,3,3798
11/12/2018,6,3804
11/13/2018,2,3806
11/14/2018,4,3810
11/15/2018,5,3815
11/16/2018,1,3816
11/17/2018,2,3818
11/18/2018,1,3819
11/19/2018,2,3821
11/20/2018,2,3823
11/21/2018,6,3829
11/22/2018,3,3832
11/23/2018,2,3834
11/24/2018,1,3835
11/26/2018,1,3836
11/27/2018,5,3841
11/28/2018,3,3844
11/29/2018,2,3846
11/30/2018,3,3849
12/1/2018,3,3852
12/4/2018,1,3853
12/5/2018,4,3857
12/6/2018,3,3860
12/7/2018,2,3862
12/8/2018,1,3863
12/9/2018,3,3866
12/10/2018,3,3869
12/11/2018,6,3875
12/12/2018,4,3879
12/13/2018,2,3881
12/15/2018,2,3883
12/16/2018,5,3888
12/17/2018,2,3890
12/18/2018,4,3894
12/19/2018,2,3896
12/20/2018,2,3898
12/21/2018,2,3900
12/23/2018,2,3902
12/24/2018,1,3903
12/25/2018,2,3905
12/26/2018,3,3908
12/28/2018,4,3912
12/29/2018,1,3913
12/30/2018,3,3916
12/31/2018,4,3920
1/1/2019,2,3922
1/2/2019,3,3925
1/3/2019,6,3931
1/4/2019,4,3935
1/5/2019,5,3940
1/6/2019,5,3945
1/7/2019,3,3948
1/8/2019,2,3950
1/10/2019,2,3952
1/11/2019,5,3957
1/12/2019,2,3959
1/13/2019,4,3963
1/14/2019,7,3970
1/15/2019,5,3975
1/16/2019,6,3981
1/18/2019,1,3982
1/19/2019,3,3985
1/20/2019,1,3986
1/21/2019,1,3987
1/22/2019,1,3988
1/23/2019,5,3993
1/24/2019,2,3995
1/25/2019,3,3998
1/27/2019,1,3999
1/28/2019,9,4008
1/29/2019,2,4010
1/30/2019,2,4012
1/31/2019,1,4013
2/1/2019,1,4014
2/2/2019,3,4017
2/3/2019,2,4019
2/4/2019,2,4021
2/5/2019,1,4022
2/6/2019,5,4027
2/7/2019,6,4033
2/8/2019,2,4035
2/9/2019,4,4039
2/10/2019,2,4041
2/11/2019,3,4044
2/12/2019,4,4048
2/13/2019,2,4050
2/14/2019,3,4053
2/15/2019,1,4054
2/16/2019,2,4056
2/17/2019,3,4059
2/18/2019,2,4061
2/19/2019,2,4063
2/20/2019,2,4065
2/22/2019,5,4070
2/23/2019,4,4074
2/24/2019,1,4075
2/25/2019,2,4077
2/26/2019,4,4081
2/27/2019,2,4083
2/28/2019,2,4085
3/1/2019,3,4088
3/2/2019,5,4093
3/3/2019,1,4094
3/4/2019,5,4099
3/5/2019,6,4105
3/6/2019,1,4106
3/7/2019,3,4109
3/8/2019,1,4110
3/9/2019,6,4116
3/10/2019,4,4120
3/11/2019,1,4121
3/12/2019,3,4124
3/13/2019,4,4128
3/14/2019,6,4134
3/15/2019,1,4135
3/16/2019,3,4138
3/17/2019,1,4139
3/18/2019,1,4140
3/19/2019,4,4144
3/20/2019,3,4147
3/21/2019,2,4149
3/22/2019,2,4151
3/24/2019,2,4153
3/25/2019,4,4157
3/27/2019,7,4164
3/28/2019,2,4166
3/30/2019,3,4169
3/31/2019,4,4173
4/1/2019,4,4177
4/2/2019,1,4178
4/3/2019,4,4182
4/4/2019,2,4184
4/5/2019,1,4185
4/6/2019,1,4186
4/7/2019,3,4189
4/8/2019,1,4190
4/9/2019,3,4193
4/10/2019,4,4197
4/11/2019,5,4202
4/12/2019,3,4205
4/14/2019,6,4211
4/15/2019,1,4212
4/16/2019,3,4215
4/17/2019,2,4217
4/18/2019,3,4220
4/20/2019,4,4224
4/21/2019,1,4225
4/22/2019,3,4228
4/24/2019,2,4230
4/25/2019,2,4232
4/26/2019,2,4234
4/28/2019,2,4236
4/29/2019,5,4241
4/30/2019,3,4244
5/1/2019,4,4248
5/2/2019,3,4251
5/4/2019,5,4256
5/5/2019,1,4257
5/6/2019,1,4258
5/7/2019,3,4261
5/9/2019,4,4265
5/10/2019,1,4266
5/11/2019,5,4271
5/13/2019,3,4274
5/14/2019,1,4275
5/15/2019,3,4278
5/16/2019,2,4280
5/17/2019,3,4283
5/18/2019,2,4285
5/19/2019,5,4290
5/20/2019,3,4293
5/21/2019,2,4295
5/22/2019,5,4300
5/23/2019,3,4303
5/24/2019,3,4306
5/26/2019,2,4308
5/27/2019,2,4310
5/28/2019,1,4311
5/29/2019,1,4312
5/30/2019,4,4316
5/31/2019,2,4318
6/1/2019,4,4322
6/2/2019,1,4323
6/3/2019,4,4327
6/4/2019,2,4329
6/5/2019,4,4333
6/6/2019,8,4341
6/7/2019,1,4342
6/8/2019,2,4344
6/9/2019,4,4348
6/10/2019,3,4351
6/11/2019,5,4356
6/12/2019,2,4358
6/13/2019,2,4360
6/14/2019,1,4361
6/15/2019,6,4367
6/16/2019,3,4370
6/17/2019,3,4373
6/18/2019,3,4376
6/20/2019,3,4379
6/22/2019,2,4381
6/23/2019,1,4382
6/24/2019,3,4385
6/25/2019,3,4388
6/26/2019,2,4390
6/27/2019,7,4397
6/28/2019,5,4402
6/29/2019,2,4404
7/1/2019,4,4408
7/2/2019,4,4412
7/3/2019,5,4417
7/4/2019,2,4419
7/5/2019,5,4424
7/6/2019,1,4425
7/7/2019,4,4429
7/8/2019,1,4430
7/9/2019,4,4434
7/10/2019,2,4436
7/11/2019,2,4438
7/13/2019,4,4442
7/14/2019,3,4445
7/15/2019,2,4447
7/16/2019,5,4452
7/17/2019,3,4455
7/18/2019,5,4460
7/19/2019,2,4462
7/21/2019,2,4464
7/22/2019,2,4466
7/23/2019,3,4469
7/25/2019,1,4470
7/26/2019,3,4473
7/27/2019,1,4474
7/28/2019,2,4476
7/29/2019,1,4477
7/30/2019,1,4478
7/31/2019,6,4484
8/1/2019,6,4490
8/2/2019,3,4493
8/3/2019,5,4498
8/4/2019,2,4500
8/5/2019,7,4507
8/6/2019,1,4508
8/7/2019,1,4509
8/8/2019,2,4511
8/9/2019,4,4515
8/10/2019,2,4517
8/11/2019,1,4518
8/12/2019,2,4520
8/13/2019,5,4525
8/14/2019,2,4527
8/15/2019,1,4528
8/16/2019,2,4530
8/17/2019,4,4534
8/18/2019,2,4536
8/19/2019,3,4539
8/21/2019,4,4543
8/22/2019,5,4548
8/23/2019,2,4550
8/24/2019,1,4551
8/26/2019,2,4553
8/27/2019,3,4556
8/28/2019,3,4559
8/29/2019,1,4560
8/30/2019,4,4564
8/31/2019,6,4570
9/1/2019,2,4572
9/2/2019,4,4576
9/3/2019,3,4579
9/4/2019,3,4582
9/5/2019,3,4585
9/6/2019,1,4586
9/7/2019,2,4588
9/8/2019,2,4590
9/9/2019,3,4593
9/10/2019,1,4594
9/11/2019,2,4596
9/12/2019,3,4599
9/13/2019,2,4601
9/14/2019,4,4605
9/15/2019,3,4608
9/16/2019,3,4611
9/17/2019,4,4615
9/18/2019,4,4619
9/19/2019,2,4621
9/20/2019,2,4623
9/21/2019,2,4625
9/22/2019,1,4626
9/23/2019,3,4629
9/24/2019,3,4632
9/25/2019,2,4634
9/26/2019,4,4638
9/28/2019,2,4640
9/29/2019,5,4645
9/30/2019,2,4647
10/1/2019,4,4651
10/3/2019,2,4653
10/4/2019,1,4654
10/5/2019,1,4655
10/6/2019,4,4659
10/7/2019,2,4661
10/8/2019,3,4664
10/9/2019,1,4665
10/10/2019,2,4667
10/11/2019,3,4670
10/12/2019,4,4674
10/13/2019,3,4677
10/14/2019,4,4681
10/15/2019,5,4686
10/16/2019,2,4688
10/17/2019,4,4692
10/18/2019,3,4695
10/19/2019,3,4698
10/20/2019,2,4700
10/21/2019,4,4704
10/22/2019,1,4705
10/23/2019,6,4711
10/24/2019,1,4712
10/25/2019,7,4719
10/26/2019,3,4722
10/27/2019,5,4727
10/28/2019,1,4728
10/30/2019,5,4733
10/31/2019,3,4736
11/1/2019,4,4740
11/2/2019,2,4742
11/3/2019,2,4744
11/4/2019,4,4748
11/5/2019,4,4752
11/6/2019,4,4756
11/7/2019,4,4760
11/8/2019,1,4761
11/9/2019,3,4764
11/11/2019,4,4768
11/12/2019,2,4770
11/13/2019,3,4773
11/14/2019,2,4775
11/15/2019,3,4778
11/16/2019,3,4781
11/18/2019,2,4783
11/19/2019,6,4789
11/20/2019,4,4793
11/22/2019,2,4795
11/23/2019,2,4797
11/24/2019,1,4798
11/25/2019,2,4800
11/26/2019,2,4802
11/27/2019,1,4803
11/28/2019,3,4806
11/29/2019,5,4811
11/30/2019,1,4812
12/1/2019,6,4818
12/2/2019,4,4822
12/3/2019,3,4825
12/5/2019,5,4830
12/6/2019,2,4832
12/7/2019,2,4834
12/8/2019,1,4835
12/9/2019,1,4836
12/10/2019,8,4844
12/11/2019,2,4846
12/12/2019,7,4853
12/14/2019,4,4857
12/15/2019,4,4861
12/16/2019,3,4864
12/17/2019,5,4869
12/18/2019,1,4870
12/19/2019,6,4876
12/20/2019,3,4879
12/21/2019,4,4883
12/22/2019,3,4886
12/23/2019,3,4889
12/24/2019,3,4892
12/25/2019,2,4894
12/26/2019,2,4896
12/27/2019,4,4900
12/28/2019,5,4905
12/29/2019,4,4909
12/30/2019,3,4912
12/31/2019,6,4918
1/1/2020,4,4922
1/2/2020,6,4928
1/4/2020,1,4929
1/5/2020,6,4935
1/6/2020,5,4940
1/7/2020,1,4941
1/8/2020,2,4943
1/9/2020,5,4948
1/10/2020,2,4950
1/11/2020,3,4953
1/12/2020,3,4956
1/13/2020,2,4958
1/14/2020,1,4959
1/15/2020,5,4964
1/16/2020,3,4967
1/17/2020,1,4968
1/19/2020,1,4969
1/20/2020,4,4973
1/21/2020,5,4978
1/22/2020,3,4981
1/23/2020,6,4987
1/24/2020,3,4990
1/25/2020,2,4992
1/27/2020,4,4996
1/28/2020,3,4999
1/29/2020,3,5002
1/30/2020,4,5006
2/1/2020,3,5009
2/2/2020,3,5012
2/3/2020,1,5013
2/4/2020,4,5017
2/5/2020,2,5019
2/6/2020,1,5020
2/7/2020,3,5023
2/8/2020,2,5025
2/9/2020,5,5030
2/10/2020,3,5033
2/12/2020,3,5036
2/13/2020,4,5040
2/14/2020,4,5044
2/15/2020,1,5045
2/16/2020,4,5049
2/17/2020,2,5051
2/18/2020,1,5052
2/19/2020,1,5053
2/20/2020,2,5055
2/21/2020,4,5059
2/22/2020,1,5060
2/23/2020,1,5061
2/24/2020,3,5064
2/25/2020,7,5071
2/26/2020,6,5077
2/27/2020,3,5080
2/28/2020,1,5081
2/29/2020,3,5084
3/1/2020,5,5089
3/2/2020,2,5091
3/3/2020,2,5093
3/4/2020,2,5095
3/5/2020,3,5098
3/6/2020,5,5103
3/7/2020,2,5105
3/8/2020,6,5111
3/9/2020,2,5113
3/10/2020,1,5114
3/11/2020,2,5116
3/12/2020,3,5119
3/13/2020,5,5124
3/14/2020,6,5130
3/15/2020,4,5134
3/16/2020,6,5140
3/17/2020,1,5141
3/18/2020,3,5144
3/19/2020,2,5146
3/20/2020,4,5150
3/21/2020,2,5152
3/22/2020,1,5153
3/23/2020,2,5155
3/24/2020,4,5159
3/25/2020,2,5161
3/26/2020,2,5163
3/27/2020,4,5167
3/28/2020,2,5169
3/29/2020,1,5170
3/30/2020,2,5172
3/31/2020,5,5177
4/1/2020,1,5178
4/2/2020,5,5183
4/4/2020,1,5184
4/5/2020,5,5189
4/6/2020,2,5191
4/7/2020,6,5197
4/8/2020,2,5199
4/9/2020,3,5202
4/10/2020,2,5204
4/11/2020,5,5209
4/12/2020,2,5211
4/13/2020,2,5213
4/14/2020,1,5214
4/15/2020,4,5218
4/16/2020,4,5222
4/17/2020,2,5224
4/18/2020,3,5227
4/19/2020,2,5229
4/21/2020,2,5231
4/22/2020,4,5235
4/23/2020,2,5237
4/24/2020,6,5243
4/25/2020,1,5244
4/26/2020,2,5246
4/27/2020,1,5247
4/28/2020,2,5249
4/29/2020,3,5252
4/30/2020,2,5254
5/1/2020,6,5260
5/3/2020,8,5268
5/4/2020,2,5270
5/5/2020,6,5276
5/6/2020,4,5280
5/7/2020,4,5284
5/8/2020,2,5286
5/9/2020,7,5293
5/10/2020,1,5294
5/11/2020,1,5295
5/12/2020,1,5296
5/13/2020,1,5297
5/14/2020,5,5302
5/15/2020,4,5306
5/16/2020,3,5309
5/17/2020,3,5312
5/18/2020,2,5314
5/19/2020,4,5318
5/20/2020,3,5321
5/21/2020,2,5323
5/23/2020,4,5327
5/24/2020,2,5329
5/25/2020,5,5334
5/26/2020,9,5343
5/27/2020,7,5350
5/28/2020,4,5354
5/29/2020,6,5360
5/30/2020,1,5361
5/31/2020,2,5363
6/1/2020,3,5366
6/2/2020,3,5369
6/3/2020,4,5373
6/5/2020,2,5375
6/6/2020,3,5378
6/7/2020,3,5381
6/8/2020,1,5382
6/9/2020,3,5385
6/10/2020,2,5387
6/11/2020,3,5390
6/12/2020,2,5392
6/13/2020,3,5395
6/15/2020,1,5396
6/16/2020,2,5398
6/17/2020,2,5400
6/18/2020,4,5404
6/19/2020,2,5406
6/20/2020,1,5407
6/21/2020,1,5408
6/22/2020,3,5411
6/23/2020,1,5412
6/24/2020,1,5413
6/25/2020,3,5416
6/26/2020,3,5419
6/27/2020,5,5424
6/28/2020,1,5425
6/29/2020,3,5428
6/30/2020,1,5429
7/1/2020,1,5430
7/2/2020,2,5432
7/3/2020,1,5433
7/4/2020,2,5435
7/5/2020,3,5438
7/6/2020,2,5440
7/7/2020,3,5443
7/8/2020,1,5444
7/10/2020,2,5446
7/11/2020,2,5448
7/12/2020,1,5449
